Transaction ID,Company,City,KM Travelled,Price Charged,Cost of Trip,Population,Users,Customer ID,Payment_Mode,Gender,Age,Income (USD/Month),date,holiday
10285324,Pink Cab,SILICON VALLEY,23.76,294.38,285.12," 1,177,609 "," 27,247 ",13486,Cash,Male,26,6393,2017-12-26,Boxing Day
10285326,Pink Cab,SILICON VALLEY,41.42,539.91,418.342," 1,177,609 "," 27,247 ",12616,Card,Male,32,22077,2017-12-29,Additional Day
10285328,Pink Cab,SILICON VALLEY,23.6,298.49,247.8," 1,177,609 "," 27,247 ",13587,Cash,Male,58,11625,2017-12-27,Additional Day
10285329,Pink Cab,SILICON VALLEY,36.86,504.26,438.634," 1,177,609 "," 27,247 ",13759,Card,Female,30,4048,2017-12-28,Additional Day
10285330,Pink Cab,SILICON VALLEY,9.54,120.66,105.894," 1,177,609 "," 27,247 ",12867,Card,Male,33,11628,2017-12-29,Additional Day
10285333,Pink Cab,SILICON VALLEY,20.88,298.23,210.888," 1,177,609 "," 27,247 ",13609,Card,Female,37,29772,2017-12-29,Additional Day
10285334,Pink Cab,SILICON VALLEY,26.52,311.46,297.024," 1,177,609 "," 27,247 ",14067,Cash,Female,28,18398,2017-12-25,Christmas Day
10285335,Pink Cab,SILICON VALLEY,5.7,82.47,62.13," 1,177,609 "," 27,247 ",13606,Cash,Male,25,11451,2017-12-29,Additional Day
10285336,Pink Cab,SILICON VALLEY,12.87,202.11,154.44," 1,177,609 "," 27,247 ",12030,Card,Male,34,28945,2017-12-29,Additional Day
10285338,Pink Cab,SILICON VALLEY,34.3,547.86,373.87," 1,177,609 "," 27,247 ",13032,Cash,Female,53,21650,2017-12-29,Additional Day
10285342,Pink Cab,TUCSON AZ,21.0,320.75,222.6," 631,442 "," 5,712 ",41237,Card,Male,34,23688,2017-12-28,Additional Day
10285343,Pink Cab,TUCSON AZ,35.1,584.37,403.65," 631,442 "," 5,712 ",40074,Card,Male,27,7792,2017-12-29,Additional Day
10285344,Pink Cab,TUCSON AZ,24.72,377.57,262.032," 631,442 "," 5,712 ",40519,Cash,Male,58,14248,2017-12-28,Additional Day
10285346,Pink Cab,WASHINGTON DC,18.0,217.55,192.6," 418,859 "," 127,001 ",52439,Cash,Female,24,7955,2017-12-28,Additional Day
10285347,Pink Cab,WASHINGTON DC,8.96,117.81,94.08," 418,859 "," 127,001 ",52823,Card,Male,42,7557,2017-12-28,Additional Day
10285348,Pink Cab,WASHINGTON DC,3.27,52.64,34.335," 418,859 "," 127,001 ",52054,Card,Female,19,8245,2017-12-29,Additional Day
10285349,Pink Cab,WASHINGTON DC,3.3,51.79,37.62," 418,859 "," 127,001 ",53495,Cash,Male,60,20873,2017-12-29,Additional Day
10285350,Pink Cab,WASHINGTON DC,41.42,605.12,434.91," 418,859 "," 127,001 ",52660,Cash,Female,30,12738,2017-12-28,Additional Day
10285352,Pink Cab,WASHINGTON DC,1.92,27.29,20.16," 418,859 "," 127,001 ",53872,Cash,Female,46,11569,2017-12-27,Additional Day
10285354,Pink Cab,WASHINGTON DC,5.88,78.87,62.328," 418,859 "," 127,001 ",52063,Card,Male,19,24765,2017-12-27,Additional Day
10285355,Pink Cab,WASHINGTON DC,20.33,294.31,219.564," 418,859 "," 127,001 ",51862,Card,Female,31,3004,2017-12-29,Additional Day
10285356,Pink Cab,WASHINGTON DC,19.0,270.01,224.2," 418,859 "," 127,001 ",51365,Cash,Female,38,11795,2017-12-29,Additional Day
10285357,Pink Cab,WASHINGTON DC,30.69,395.37,306.9," 418,859 "," 127,001 ",52519,Card,Male,28,23046,2017-12-29,Additional Day
10285358,Pink Cab,WASHINGTON DC,27.84,406.73,281.184," 418,859 "," 127,001 ",52807,Cash,Male,37,14808,2017-12-28,Additional Day
10285361,Pink Cab,WASHINGTON DC,3.6,44.94,37.44," 418,859 "," 127,001 ",53880,Card,Male,43,12774,2017-12-27,Additional Day
10285362,Pink Cab,WASHINGTON DC,42.92,695.89,467.828," 418,859 "," 127,001 ",53091,Cash,Female,34,12636,2017-12-29,Additional Day
10285364,Pink Cab,WASHINGTON DC,31.59,457.31,353.808," 418,859 "," 127,001 ",52347,Card,Female,40,31513,2017-12-25,Christmas Day
10285366,Pink Cab,WASHINGTON DC,38.85,515.46,419.58," 418,859 "," 127,001 ",52205,Cash,Female,50,12119,2017-12-29,Additional Day
10285367,Pink Cab,WASHINGTON DC,15.3,220.6,171.36," 418,859 "," 127,001 ",52791,Cash,Male,27,10510,2017-12-29,Additional Day
10285368,Pink Cab,WASHINGTON DC,7.92,112.5,91.08," 418,859 "," 127,001 ",51821,Card,Female,36,13332,2017-12-29,Additional Day
10285369,Pink Cab,WASHINGTON DC,5.15,71.82,52.015," 418,859 "," 127,001 ",51183,Card,Male,34,8855,2018-01-01,New Year's Day
10285370,Pink Cab,WASHINGTON DC,9.6,163.71,115.2," 418,859 "," 127,001 ",52268,Cash,Male,24,10199,2017-12-29,Additional Day
10285371,Pink Cab,WASHINGTON DC,39.39,544.07,472.68," 418,859 "," 127,001 ",52314,Card,Female,19,6367,2017-12-27,Additional Day
10285373,Pink Cab,WASHINGTON DC,25.96,368.92,290.752," 418,859 "," 127,001 ",53233,Cash,Male,39,9107,2017-12-27,Additional Day
10285375,Pink Cab,WASHINGTON DC,19.2,311.3,203.52," 418,859 "," 127,001 ",52847,Card,Male,36,9898,2017-12-29,Additional Day
10285376,Pink Cab,WASHINGTON DC,28.5,416.37,319.2," 418,859 "," 127,001 ",51005,Card,Male,21,7117,2017-12-28,Additional Day
10285377,Yellow Cab,ATLANTA GA,29.0,429.69,414.12," 814,885 "," 24,701 ",28845,Card,Female,24,18686,2018-01-01,New Year's Day
10285378,Yellow Cab,ATLANTA GA,29.0,399.61,414.12," 814,885 "," 24,701 ",28443,Card,Male,20,23093,2017-12-29,Additional Day
10285380,Yellow Cab,ATLANTA GA,23.76,352.05,339.2928," 814,885 "," 24,701 ",27149,Cash,Male,23,19710,2018-01-01,New Year's Day
10285381,Yellow Cab,ATLANTA GA,22.89,417.33,293.9076," 814,885 "," 24,701 ",27904,Card,Male,41,17998,2017-12-29,Additional Day
10285382,Yellow Cab,ATLANTA GA,2.18,31.65,29.8224," 814,885 "," 24,701 ",28577,Card,Male,31,16575,2018-01-01,New Year's Day
10285386,Yellow Cab,ATLANTA GA,42.51,629.23,561.132," 814,885 "," 24,701 ",29335,Card,Male,45,11126,2017-12-29,Additional Day
10285387,Yellow Cab,ATLANTA GA,24.96,395.71,320.4864," 814,885 "," 24,701 ",27360,Cash,Female,22,21123,2017-12-28,Additional Day
10285388,Yellow Cab,ATLANTA GA,30.16,460.28,405.3504," 814,885 "," 24,701 ",27195,Cash,Female,28,14406,2017-12-28,Additional Day
10285390,Yellow Cab,ATLANTA GA,38.16,651.01,489.9744," 814,885 "," 24,701 ",28333,Cash,Male,33,21402,2017-12-29,Additional Day
10285391,Yellow Cab,ATLANTA GA,11.99,202.95,152.5128," 814,885 "," 24,701 ",27248,Cash,Female,30,11781,2017-12-29,Additional Day
10285392,Yellow Cab,ATLANTA GA,39.9,655.75,564.984," 814,885 "," 24,701 ",27832,Card,Female,42,17995,2017-12-29,Additional Day
10285395,Yellow Cab,ATLANTA GA,25.92,422.45,345.2544," 814,885 "," 24,701 ",28666,Card,Male,32,14887,2017-12-28,Additional Day
10285396,Yellow Cab,ATLANTA GA,27.0,388.05,372.6," 814,885 "," 24,701 ",29030,Cash,Female,36,7104,2018-01-01,New Year's Day
10285398,Yellow Cab,ATLANTA GA,14.25,192.14,188.1," 814,885 "," 24,701 ",29215,Card,Male,47,9249,2017-12-28,Additional Day
10285404,Yellow Cab,ATLANTA GA,18.05,243.37,240.426," 814,885 "," 24,701 ",29578,Card,Male,24,15367,2017-12-27,Additional Day
10285405,Yellow Cab,ATLANTA GA,44.46,765.14,586.872," 814,885 "," 24,701 ",28185,Cash,Female,22,20910,2017-12-29,Additional Day
10285407,Yellow Cab,ATLANTA GA,6.18,92.48,82.3176," 814,885 "," 24,701 ",27872,Card,Female,27,30520,2017-12-28,Additional Day
10285410,Yellow Cab,ATLANTA GA,27.36,429.71,380.8512," 814,885 "," 24,701 ",27266,Card,Male,36,9131,2017-12-27,Additional Day
10285412,Yellow Cab,ATLANTA GA,24.24,366.34,302.5152," 814,885 "," 24,701 ",29373,Cash,Male,19,2201,2017-12-27,Additional Day
10285413,Yellow Cab,ATLANTA GA,39.2,575.01,503.328," 814,885 "," 24,701 ",29759,Card,Male,30,23616,2018-01-01,New Year's Day
10285414,Yellow Cab,ATLANTA GA,9.09,129.3,119.988," 814,885 "," 24,701 ",29530,Card,Female,25,26330,2017-12-29,Additional Day
10285415,Yellow Cab,ATLANTA GA,3.33,62.24,40.7592," 814,885 "," 24,701 ",27853,Cash,Male,23,24336,2017-12-29,Additional Day
10285416,Yellow Cab,ATLANTA GA,27.81,443.66,350.406," 814,885 "," 24,701 ",28034,Cash,Female,24,27624,2017-12-29,Additional Day
10285417,Yellow Cab,ATLANTA GA,31.86,514.55,416.7288," 814,885 "," 24,701 ",28655,Card,Female,48,20102,2017-12-27,Additional Day
10285419,Yellow Cab,ATLANTA GA,18.72,294.01,235.872," 814,885 "," 24,701 ",28616,Cash,Female,27,30085,2017-12-25,Christmas Day
10285421,Yellow Cab,ATLANTA GA,21.78,306.57,303.1776," 814,885 "," 24,701 ",28941,Card,Female,32,19780,2017-12-28,Additional Day
10285422,Yellow Cab,ATLANTA GA,30.24,492.86,388.2816," 814,885 "," 24,701 ",27509,Card,Female,34,17714,2017-12-28,Additional Day
10285425,Yellow Cab,ATLANTA GA,9.9,185.56,118.8," 814,885 "," 24,701 ",29056,Card,Male,24,14548,2017-12-29,Additional Day
10285426,Yellow Cab,ATLANTA GA,44.0,606.3,612.48," 814,885 "," 24,701 ",27599,Card,Male,65,2878,2017-12-29,Additional Day
10285427,Yellow Cab,ATLANTA GA,45.2,776.87,629.184," 814,885 "," 24,701 ",28643,Card,Male,52,24488,2017-12-29,Additional Day
10285428,Yellow Cab,ATLANTA GA,27.37,389.31,357.9996," 814,885 "," 24,701 ",27940,Cash,Male,40,4311,2017-12-28,Additional Day
10285431,Yellow Cab,ATLANTA GA,38.22,520.99,513.6768," 814,885 "," 24,701 ",29961,Cash,Female,31,14744,2017-12-29,Additional Day
10285432,Yellow Cab,ATLANTA GA,3.88,56.34,49.3536," 814,885 "," 24,701 ",27853,Card,Male,23,24336,2017-12-29,Additional Day
10285433,Yellow Cab,ATLANTA GA,16.65,268.9,223.776," 814,885 "," 24,701 ",29987,Card,Female,58,25240,2017-12-29,Additional Day
10285434,Yellow Cab,ATLANTA GA,26.25,369.49,359.1," 814,885 "," 24,701 ",29157,Card,Female,38,33015,2017-12-26,Boxing Day
10285436,Yellow Cab,AUSTIN TX,18.56,284.1,236.0832," 698,371 "," 14,978 ",34407,Card,Female,28,4262,2017-12-28,Additional Day
10285438,Yellow Cab,AUSTIN TX,18.24,284.73,256.0896," 698,371 "," 14,978 ",34209,Card,Female,24,22315,2017-12-28,Additional Day
10285439,Yellow Cab,AUSTIN TX,5.75,94.99,79.35," 698,371 "," 14,978 ",33915,Card,Male,26,15926,2017-12-26,Boxing Day
10285441,Yellow Cab,AUSTIN TX,19.38,334.84,258.1416," 698,371 "," 14,978 ",34362,Card,Female,43,15146,2017-12-29,Additional Day
10285447,Yellow Cab,AUSTIN TX,32.13,506.43,443.394," 698,371 "," 14,978 ",34012,Cash,Female,34,20966,2018-01-01,New Year's Day
10285449,Yellow Cab,AUSTIN TX,28.08,437.61,384.1344," 698,371 "," 14,978 ",34714,Cash,Female,30,15352,2017-12-29,Additional Day
10285450,Yellow Cab,AUSTIN TX,19.38,279.03,274.4208," 698,371 "," 14,978 ",35055,Card,Female,64,20703,2017-12-28,Additional Day
10285452,Yellow Cab,AUSTIN TX,15.15,257.62,218.16," 698,371 "," 14,978 ",35716,Card,Female,24,27719,2017-12-29,Additional Day
10285453,Yellow Cab,AUSTIN TX,16.38,313.69,208.3536," 698,371 "," 14,978 ",34044,Cash,Female,21,7569,2017-12-29,Additional Day
10285454,Yellow Cab,AUSTIN TX,3.54,63.61,44.604," 698,371 "," 14,978 ",35929,Card,Male,60,24906,2017-12-29,Additional Day
10285458,Yellow Cab,AUSTIN TX,43.7,675.54,534.888," 698,371 "," 14,978 ",33851,Card,Male,22,4307,2018-01-01,New Year's Day
10285459,Yellow Cab,AUSTIN TX,24.25,341.8,346.29," 698,371 "," 14,978 ",35416,Cash,Male,18,19500,2017-12-25,Christmas Day
10285460,Yellow Cab,AUSTIN TX,47.2,765.42,572.064," 698,371 "," 14,978 ",33659,Card,Female,19,5903,2017-12-28,Additional Day
10285461,Yellow Cab,AUSTIN TX,5.3,98.32,66.78," 698,371 "," 14,978 ",35923,Card,Female,24,13047,2017-12-29,Additional Day
10285464,Yellow Cab,AUSTIN TX,26.26,405.94,374.9928," 698,371 "," 14,978 ",35298,Card,Male,31,5112,2017-12-26,Boxing Day
10285465,Yellow Cab,BOSTON MA,27.16,471.25,335.6976," 248,968 "," 80,021 ",57862,Cash,Female,19,12949,2017-12-27,Additional Day
10285466,Yellow Cab,BOSTON MA,20.52,384.52,246.24," 248,968 "," 80,021 ",59800,Card,Male,34,21637,2017-12-29,Additional Day
10285469,Yellow Cab,BOSTON MA,10.71,203.96,138.8016," 248,968 "," 80,021 ",59213,Cash,Female,38,23449,2017-12-29,Additional Day
10285470,Yellow Cab,BOSTON MA,34.3,565.38,469.224," 248,968 "," 80,021 ",59498,Card,Male,45,4713,2017-12-25,Christmas Day
10285472,Yellow Cab,BOSTON MA,27.54,487.4,376.7472," 248,968 "," 80,021 ",58087,Card,Female,18,8903,2017-12-28,Additional Day
10285474,Yellow Cab,BOSTON MA,7.07,127.58,93.324," 248,968 "," 80,021 ",59939,Card,Male,23,5888,2017-12-25,Christmas Day
10285475,Yellow Cab,BOSTON MA,38.28,617.7,532.8576," 248,968 "," 80,021 ",57527,Card,Male,20,22856,2018-01-01,New Year's Day
10285477,Yellow Cab,BOSTON MA,19.0,319.78,259.92," 248,968 "," 80,021 ",57097,Card,Male,45,13469,2017-12-26,Boxing Day
10285479,Yellow Cab,BOSTON MA,33.64,525.31,431.9376," 248,968 "," 80,021 ",58977,Card,Female,33,19999,2017-12-27,Additional Day
10285480,Yellow Cab,BOSTON MA,7.92,126.43,98.8416," 248,968 "," 80,021 ",57199,Card,Female,33,9031,2017-12-28,Additional Day
10285487,Yellow Cab,BOSTON MA,9.27,202.66,132.3756," 248,968 "," 80,021 ",59389,Card,Male,31,12521,2017-12-29,Additional Day
10285488,Yellow Cab,BOSTON MA,38.4,679.6,516.096," 248,968 "," 80,021 ",59488,Card,Male,19,7900,2017-12-28,Additional Day
10285492,Yellow Cab,BOSTON MA,33.0,692.59,439.56," 248,968 "," 80,021 ",57492,Card,Female,23,16188,2017-12-29,Additional Day
10285493,Yellow Cab,BOSTON MA,16.66,336.47,207.9168," 248,968 "," 80,021 ",59100,Card,Male,22,12580,2017-12-29,Additional Day
10285494,Yellow Cab,BOSTON MA,16.66,306.41,209.916," 248,968 "," 80,021 ",59152,Card,Female,59,25132,2017-12-29,Additional Day
10285495,Yellow Cab,BOSTON MA,42.12,657.74,550.9296," 248,968 "," 80,021 ",57808,Card,Male,26,7940,2017-12-27,Additional Day
10285496,Yellow Cab,BOSTON MA,35.03,656.42,441.378," 248,968 "," 80,021 ",58054,Cash,Female,64,17748,2017-12-29,Additional Day
10285497,Yellow Cab,BOSTON MA,36.26,566.23,513.4416," 248,968 "," 80,021 ",58685,Card,Male,24,20736,2018-01-01,New Year's Day
10285499,Yellow Cab,BOSTON MA,15.0,260.26,183.6," 248,968 "," 80,021 ",58863,Cash,Male,18,14297,2017-12-25,Christmas Day
10285501,Yellow Cab,BOSTON MA,27.55,487.58,343.824," 248,968 "," 80,021 ",59545,Card,Female,39,34715,2017-12-28,Additional Day
10285502,Yellow Cab,BOSTON MA,27.37,446.4,387.5592," 248,968 "," 80,021 ",58826,Cash,Female,30,17110,2017-12-28,Additional Day
10285505,Yellow Cab,BOSTON MA,16.48,277.36,227.424," 248,968 "," 80,021 ",57476,Cash,Male,22,11515,2017-12-26,Boxing Day
10285508,Yellow Cab,BOSTON MA,10.3,169.78,142.14," 248,968 "," 80,021 ",57822,Cash,Female,23,31499,2017-12-28,Additional Day
10285509,Yellow Cab,BOSTON MA,29.7,530.78,384.912," 248,968 "," 80,021 ",58880,Card,Male,29,22803,2017-12-29,Additional Day
10285512,Yellow Cab,BOSTON MA,32.0,555.23,441.6," 248,968 "," 80,021 ",58454,Card,Male,49,17765,2017-12-27,Additional Day
10285513,Yellow Cab,BOSTON MA,13.2,267.05,177.408," 248,968 "," 80,021 ",57648,Card,Male,34,8029,2017-12-29,Additional Day
10285514,Yellow Cab,BOSTON MA,38.16,711.9,489.9744," 248,968 "," 80,021 ",58423,Card,Male,38,27071,2017-12-29,Additional Day
10285515,Yellow Cab,BOSTON MA,9.2,154.84,131.376," 248,968 "," 80,021 ",59649,Card,Female,34,15051,2017-12-28,Additional Day
10285516,Yellow Cab,BOSTON MA,29.38,545.45,373.7136," 248,968 "," 80,021 ",58600,Card,Female,55,13970,2017-12-29,Additional Day
10285517,Yellow Cab,BOSTON MA,14.69,270.18,193.908," 248,968 "," 80,021 ",59666,Cash,Male,33,16610,2018-01-01,New Year's Day
10285518,Yellow Cab,BOSTON MA,13.56,256.45,180.6192," 248,968 "," 80,021 ",57329,Card,Female,40,15285,2018-01-01,New Year's Day
10285519,Yellow Cab,BOSTON MA,2.02,38.2,27.876," 248,968 "," 80,021 ",59884,Card,Female,40,19194,2017-12-29,Additional Day
10285521,Yellow Cab,BOSTON MA,24.99,469.54,332.8668," 248,968 "," 80,021 ",59089,Card,Male,59,24556,2017-12-29,Additional Day
10285525,Yellow Cab,BOSTON MA,32.64,549.34,415.1808," 248,968 "," 80,021 ",57238,Card,Male,24,15328,2017-12-26,Boxing Day
10285526,Yellow Cab,BOSTON MA,15.54,277.72,193.9392," 248,968 "," 80,021 ",58249,Card,Male,31,9982,2017-12-28,Additional Day
10285527,Yellow Cab,BOSTON MA,4.52,83.13,64.0032," 248,968 "," 80,021 ",58476,Card,Male,59,19346,2017-12-27,Additional Day
10285528,Yellow Cab,BOSTON MA,13.92,243.94,180.4032," 248,968 "," 80,021 ",58995,Cash,Male,22,17558,2017-12-27,Additional Day
10285532,Yellow Cab,BOSTON MA,36.72,592.52,506.736," 248,968 "," 80,021 ",57991,Card,Female,18,3418,2017-12-28,Additional Day
10285533,Yellow Cab,BOSTON MA,24.15,431.59,321.678," 248,968 "," 80,021 ",59114,Cash,Male,46,7700,2017-12-28,Additional Day
10285535,Yellow Cab,BOSTON MA,3.09,55.22,43.7544," 248,968 "," 80,021 ",57336,Card,Male,34,6326,2018-01-01,New Year's Day
10285537,Yellow Cab,BOSTON MA,7.28,137.68,99.5904," 248,968 "," 80,021 ",57248,Card,Female,32,19634,2018-01-01,New Year's Day
10285539,Yellow Cab,BOSTON MA,23.92,452.38,318.6144," 248,968 "," 80,021 ",57953,Cash,Male,20,10321,2017-12-28,Additional Day
10285540,Yellow Cab,BOSTON MA,19.98,374.4,246.9528," 248,968 "," 80,021 ",59863,Card,Male,41,28642,2017-12-27,Additional Day
10285541,Yellow Cab,BOSTON MA,7.56,125.93,99.792," 248,968 "," 80,021 ",59382,Card,Male,29,30708,2017-12-29,Additional Day
10285543,Yellow Cab,BOSTON MA,30.94,504.62,404.6952," 248,968 "," 80,021 ",58112,Card,Male,40,20891,2017-12-28,Additional Day
10285545,Yellow Cab,BOSTON MA,22.04,393.88,314.7312," 248,968 "," 80,021 ",58545,Card,Male,22,5910,2017-12-29,Additional Day
10285548,Yellow Cab,BOSTON MA,16.8,285.66,213.696," 248,968 "," 80,021 ",59596,Card,Male,31,32849,2017-12-27,Additional Day
10285549,Yellow Cab,BOSTON MA,5.25,101.77,73.08," 248,968 "," 80,021 ",59653,Card,Male,25,24320,2017-12-29,Additional Day
10285551,Yellow Cab,BOSTON MA,24.86,422.71,316.2192," 248,968 "," 80,021 ",57835,Card,Male,36,7355,2017-12-28,Additional Day
10285552,Yellow Cab,BOSTON MA,3.09,55.22,37.08," 248,968 "," 80,021 ",57344,Card,Female,48,9745,2017-12-28,Additional Day
10285555,Yellow Cab,BOSTON MA,42.48,788.66,550.5408," 248,968 "," 80,021 ",57321,Card,Male,33,2243,2018-01-01,New Year's Day
10285557,Yellow Cab,BOSTON MA,39.55,713.67,474.6," 248,968 "," 80,021 ",59810,Card,Female,53,13049,2017-12-28,Additional Day
10285559,Yellow Cab,BOSTON MA,23.4,499.59,328.536," 248,968 "," 80,021 ",57254,Cash,Male,20,9500,2017-12-29,Additional Day
10285560,Yellow Cab,BOSTON MA,16.95,302.92,203.4," 248,968 "," 80,021 ",57029,Card,Male,27,10176,2017-12-29,Additional Day
10285564,Yellow Cab,BOSTON MA,19.95,367.61,241.794," 248,968 "," 80,021 ",57720,Card,Male,20,14986,2017-12-29,Additional Day
10285565,Yellow Cab,BOSTON MA,10.17,190.57,134.244," 248,968 "," 80,021 ",58285,Card,Male,30,21567,2017-12-27,Additional Day
10285566,Yellow Cab,BOSTON MA,32.4,610.29,451.008," 248,968 "," 80,021 ",59028,Card,Male,49,7775,2017-12-29,Additional Day
10285570,Yellow Cab,BOSTON MA,11.5,195.54,165.6," 248,968 "," 80,021 ",58797,Card,Male,36,22935,2017-12-28,Additional Day
10285571,Yellow Cab,BOSTON MA,38.88,715.08,550.5408," 248,968 "," 80,021 ",57006,Card,Male,20,23548,2017-12-28,Additional Day
10285573,Yellow Cab,BOSTON MA,46.8,787.66,657.072," 248,968 "," 80,021 ",57497,Cash,Male,51,4776,2017-12-28,Additional Day
10285575,Yellow Cab,BOSTON MA,23.0,434.99,320.16," 248,968 "," 80,021 ",59866,Cash,Female,35,23600,2017-12-28,Additional Day
10285578,Yellow Cab,BOSTON MA,29.7,598.54,409.86," 248,968 "," 80,021 ",57231,Cash,Male,19,19650,2017-12-29,Additional Day
10285581,Yellow Cab,BOSTON MA,10.67,185.13,137.0028," 248,968 "," 80,021 ",58210,Card,Female,40,14824,2017-12-28,Additional Day
10285582,Yellow Cab,BOSTON MA,8.05,143.86,97.566," 248,968 "," 80,021 ",57546,Cash,Male,35,28969,2017-12-25,Christmas Day
10285584,Yellow Cab,BOSTON MA,45.22,706.14,634.8888," 248,968 "," 80,021 ",57683,Card,Male,33,2363,2017-12-28,Additional Day
10285587,Yellow Cab,BOSTON MA,26.91,498.19,381.0456," 248,968 "," 80,021 ",57579,Cash,Male,25,30603,2017-12-29,Additional Day
10285588,Yellow Cab,BOSTON MA,16.8,276.92,213.696," 248,968 "," 80,021 ",58138,Cash,Male,18,22963,2017-12-29,Additional Day
10285589,Yellow Cab,BOSTON MA,5.7,97.91,75.24," 248,968 "," 80,021 ",58592,Card,Male,32,3897,2017-12-25,Christmas Day
10285590,Yellow Cab,BOSTON MA,40.95,639.46,520.884," 248,968 "," 80,021 ",58483,Cash,Male,26,3970,2017-12-29,Additional Day
10285592,Yellow Cab,BOSTON MA,29.7,551.39,424.116," 248,968 "," 80,021 ",57185,Cash,Male,22,2129,2017-12-29,Additional Day
10285593,Yellow Cab,BOSTON MA,32.64,600.31,391.68," 248,968 "," 80,021 ",59180,Cash,Female,25,18665,2017-12-27,Additional Day
10285598,Yellow Cab,BOSTON MA,21.06,387.33,303.264," 248,968 "," 80,021 ",57773,Card,Male,24,24325,2017-12-26,Boxing Day
10285600,Yellow Cab,BOSTON MA,21.2,338.41,277.296," 248,968 "," 80,021 ",59086,Card,Female,38,34684,2018-01-01,New Year's Day
10285601,Yellow Cab,BOSTON MA,29.0,588.71,365.4," 248,968 "," 80,021 ",58730,Card,Male,25,19298,2017-12-29,Additional Day
10285603,Yellow Cab,BOSTON MA,4.2,89.53,50.904," 248,968 "," 80,021 ",58575,Cash,Male,55,2959,2017-12-29,Additional Day
10285606,Yellow Cab,BOSTON MA,33.6,565.5,431.424," 248,968 "," 80,021 ",59995,Cash,Male,24,21184,2017-12-25,Christmas Day
10285608,Yellow Cab,BOSTON MA,35.31,569.77,449.1432," 248,968 "," 80,021 ",59191,Card,Female,47,23542,2017-12-26,Boxing Day
10285611,Yellow Cab,BOSTON MA,27.3,426.31,376.74," 248,968 "," 80,021 ",59952,Cash,Female,37,12619,2017-12-28,Additional Day
10285613,Yellow Cab,BOSTON MA,39.27,647.3,494.802," 248,968 "," 80,021 ",59749,Card,Male,26,16626,2017-12-28,Additional Day
10285616,Yellow Cab,BOSTON MA,37.62,737.59,460.4688," 248,968 "," 80,021 ",57516,Card,Female,24,17242,2017-12-29,Additional Day
10285618,Yellow Cab,BOSTON MA,41.81,710.93,536.8404," 248,968 "," 80,021 ",58939,Cash,Male,61,21092,2017-12-28,Additional Day
10285619,Yellow Cab,BOSTON MA,7.84,140.11,107.2512," 248,968 "," 80,021 ",58177,Card,Female,33,8781,2017-12-27,Additional Day
10285620,Yellow Cab,BOSTON MA,31.36,598.43,395.136," 248,968 "," 80,021 ",59036,Card,Male,18,16903,2017-12-29,Additional Day
10285621,Yellow Cab,BOSTON MA,30.0,499.7,432.0," 248,968 "," 80,021 ",59302,Card,Male,18,10400,2017-12-27,Additional Day
10285623,Yellow Cab,BOSTON MA,34.41,591.07,437.6952," 248,968 "," 80,021 ",58122,Cash,Female,46,15556,2017-12-25,Christmas Day
10285624,Yellow Cab,BOSTON MA,36.63,725.37,457.1424," 248,968 "," 80,021 ",57265,Card,Male,27,5228,2017-12-29,Additional Day
10285625,Yellow Cab,BOSTON MA,7.76,137.34,106.1568," 248,968 "," 80,021 ",59829,Cash,Female,19,19663,2017-12-27,Additional Day
10285628,Yellow Cab,BOSTON MA,6.6,145.81,79.992," 248,968 "," 80,021 ",59589,Cash,Male,38,6614,2017-12-29,Additional Day
10285629,Yellow Cab,BOSTON MA,3.45,53.87,49.68," 248,968 "," 80,021 ",59928,Cash,Female,23,18028,2017-12-28,Additional Day
10285630,Yellow Cab,BOSTON MA,11.52,212.81,139.6224," 248,968 "," 80,021 ",57108,Cash,Female,24,12751,2017-12-29,Additional Day
10285631,Yellow Cab,BOSTON MA,40.68,635.25,576.0288," 248,968 "," 80,021 ",57291,Cash,Female,35,13418,2017-12-26,Boxing Day
10285633,Yellow Cab,BOSTON MA,5.15,95.61,66.126," 248,968 "," 80,021 ",59222,Card,Female,64,20378,2017-12-29,Additional Day
10285640,Yellow Cab,BOSTON MA,25.74,419.81,311.9688," 248,968 "," 80,021 ",58904,Card,Male,34,22517,2017-12-29,Additional Day
10285642,Yellow Cab,BOSTON MA,40.32,657.61,551.5776," 248,968 "," 80,021 ",59464,Cash,Female,19,2788,2017-12-29,Additional Day
10285643,Yellow Cab,BOSTON MA,32.77,619.76,456.1584," 248,968 "," 80,021 ",58800,Cash,Male,27,18059,2017-12-25,Christmas Day
10285646,Yellow Cab,BOSTON MA,19.0,402.46,250.8," 248,968 "," 80,021 ",57449,Card,Female,21,18282,2017-12-29,Additional Day
10285647,Yellow Cab,BOSTON MA,12.48,252.48,152.7552," 248,968 "," 80,021 ",57702,Card,Male,26,16053,2017-12-29,Additional Day
10285648,Yellow Cab,BOSTON MA,23.6,409.48,308.688," 248,968 "," 80,021 ",57332,Card,Male,45,19611,2017-12-27,Additional Day
10285649,Yellow Cab,BOSTON MA,29.45,572.3,364.002," 248,968 "," 80,021 ",58680,Card,Male,26,20985,2017-12-29,Additional Day
10285650,Yellow Cab,BOSTON MA,10.53,188.19,142.7868," 248,968 "," 80,021 ",57360,Cash,Male,19,22953,2017-12-28,Additional Day
